Restaurant Name,Zip Code,Inspection Date,Score,Address,Facility ID,Process Description
Safe Place School &CDC,78741,10/10/2019,96,"1515 GROVE BLVD
AUSTIN, TX 78741
(30.230987, -97.706211)",2801390,Routine Inspection
WL - Maryes Gourmet Pizza,78746,12/13/2019,82,"3663 BEE CAVES RD
WEST LAKE HILLS, TX 78746
(30.27897, -97.806439)",11016089,Routine Inspection
Saltgrass Steak House,78759,10/29/2020,82,"10614 RESEARCH BLVD
AUSTIN, TX 78759
(30.397686, -97.746568)",2802215,Routine Inspection
SONIC DRIVE-IN #5736,78753,03/10/2021,95,"1605 E PARMER LN
AUSTIN, TX 78753
(30.388042, -97.650625)",12393073,Routine Inspection
"El Rancho Supermarket #1 (Seafood, Creamria & Meat)",78757,04/01/2019,92,"8752 RESEARCH BLVD
AUSTIN, TX 78757
(30.365492, -97.718471)",11761889,Routine Inspection
WL - Texas Honey Ham,78746,05/06/2020,93,"3736 BEE CAVES RD
WEST LAKE HILLS, TX 78746
(30.280275, -97.807592)",10002745,Routine Inspection
HEB Food Store #269 - Restaurant,78759,03/10/2020,97,"10710 RESEARCH BLVD
AUSTIN, TX 78759
(30.398661, -97.746468)",2800129,Routine Inspection
OOB-Shooters Billards and Sports Bar,78726,01/31/2019,97,"11416 N FM 620 RD
AUSTIN, TX 78726
(30.45377, -97.82757)",2803085,Routine Inspection
Pho Dinh Vietnamese Cuisine,78753,12/16/2019,85,"9515 N LAMAR BLVD
AUSTIN, TX 78753
(30.364998, -97.695929)",12185748,Routine Inspection
A+A Sichuan China,78750,10/01/2019,80,"13376 N US 183 HWY
AUSTIN, TX 78750",11426430,Routine Inspection
BC - Jules Design Bar,78738,07/20/2021,93,"12700 HILL COUNTRY BLVD
BEE CAVE, TX 78738
(30.307712, -97.934779)",12185805,Routine Inspection
KIPP Austin Arts & Letters,78725,10/19/2018,97,"8509 FM 969 RD
AUSTIN, TX 78725",10184824,Routine Inspection
Dunkin' Donuts/Baskin Robbins,78753,04/10/2020,98,"1610 E PARMER LN
AUSTIN, TX 78753
(30.387441, -97.649039)",11794634,Routine Inspection
Rita's Mexican Restaurant,78758,01/31/2019,84,"1934 RUTLAND DR
AUSTIN, TX 78758
(30.379356, -97.713251)",2800557,Routine Inspection
Generations,78753,06/02/2020,99,"8203 SAM RAYBURN DR
AUSTIN, TX 78753
(30.346442, -97.700016)",2800512,Routine Inspection
MN - Sonic,78653,10/09/2020,89,"11215 E US 290 HWY
MANOR, TX 78653
(30.348791, -97.555282)",2801333,Routine Inspection
Thorough Bread,78704,05/21/2019,96,"1709 BLUEBONNET LN
AUSTIN, TX 78704
(30.25449, -97.772273)",12038896,Routine Inspection
Yummi Taco,78759,12/07/2020,90,"12518 RESEARCH BLVD
AUSTIN, TX 78759
(30.429156, -97.760067)",11067537,Routine Inspection
Starbuck's Coffee#6203,78759,01/03/2020,100,"9722 GREAT HILLS TRL
AUSTIN, TX 78759
(30.394529, -97.75208)",2800798,Routine Inspection
Whataburger #346,78704,09/17/2019,98,"601 BARTON SPRINGS RD
AUSTIN, TX 78704
(30.258513, -97.750505)",2800311,Routine Inspection
BC - Sonesta Bee Cave,78738,06/28/2021,89,"12525 BEE CAVE PKWY
BEE CAVE, TX 78738
(30.309715, -97.934312)",11330041,Routine Inspection
Taste of Ethiopia Inc.,78704,11/19/2018,95,"3801 S CONGRESS AVE
AUSTIN, TX 78704
(30.226126, -97.762168)",11590806,Routine Inspection
Double R Grocery,78721,10/05/2020,83,"4501 E MARTIN LUTHER KING JR BLVD
AUSTIN, TX 78721
(30.285584, -97.684366)",11480253,Routine Inspection
Papa John's Pizza # 1015,78741,10/09/2020,89,"2030 E OLTORF ST
AUSTIN, TX 78741
(30.230384, -97.732366)",10717537,Routine Inspection
Mcliff Vending,78744,09/09/2020,100,"7701 METROPOLIS DR
AUSTIN, TX 78744
(30.207146, -97.693934)",12186578,Routine Inspection
Silver Grill Cafe,78727,08/12/2019,96,"4005 W PARMER LN
AUSTIN, TX 78727
(30.425623, -97.715752)",10465293,Routine Inspection
7-Eleven Convenience Store #35808H,78702,02/28/2019,89,"863 AIRPORT BLVD
AUSTIN, TX 78702
(30.259187, -97.69359)",10763641,Routine Inspection
Ah Sing Den,78702,06/30/2021,86,"1100 E 6TH ST
AUSTIN, TX 78702
(30.264708, -97.731365)",10237079,Routine Inspection
Bird Bird Biscuit,78722,04/13/2020,92,"2701 MANOR RD
AUSTIN, TX 78722
(30.285111, -97.714009)",11943085,Routine Inspection
Mi Pueblito Discoteca,78723,07/20/2021,90,"1015 REINLI ST
AUSTIN, TX 78723
(30.318074, -97.706316)",10422401,Routine Inspection
Red River Cafe,78705,11/26/2019,86,"2912 MEDICAL ARTS ST
AUSTIN, TX 78705
(30.289601, -97.728251)",2800323,Routine Inspection
Brentwood Elementary,78757,05/02/2019,99,"6700 ARROYO
AUSTIN, TX 78757",2800202,Routine Inspection
Shop N Carry #1,78745,12/31/2019,74,"8422 S CONGRESS AVE
AUSTIN, TX 78745
(30.173253, -97.785179)",10550892,Routine Inspection
Canyon Ridge Middle School,78732,09/17/2019,94,"12601 COUNTRY TRAILS LN
AUSTIN, TX 78732
(30.366599, -97.902388)",2802219,Routine Inspection
"Carpenter Hotel, The",78704,04/05/2021,86,"400 JOSEPHINE ST
AUSTIN, TX 78704
(30.262045, -97.758588)",11939498,Routine Inspection
Las Delicias Meat Market-Kitchen,78745,03/08/2019,82,"111 W WILLIAM CANNON DR
AUSTIN, TX 78745
(30.193108, -97.779336)",2802257,Routine Inspection
Buffalo Wild Wings #622,78745,07/15/2021,89,"901 LITTLE TEXAS LN
AUSTIN, TX 78745
(30.197961, -97.767334)",11398820,Routine Inspection
Jack in the Box #912,78723,06/18/2019,83,"6540 ED BLUESTEIN BLVD
AUSTIN, TX 78723
(30.30419, -97.660958)",10790632,Routine Inspection
Flower Child,78758,04/27/2021,94,"11721 ROCK ROSE AVE
AUSTIN, TX 78758
(30.403756, -97.721709)",11606231,Routine Inspection
Schlotzsky's,78704,04/01/2020,95,"218 S LAMAR BLVD
AUSTIN, TX 78704
(30.263429, -97.757663)",10004385,Routine Inspection
Newk's Eatery,78759,02/05/2020,90,"9722 GREAT HILLS TRL
AUSTIN, TX 78759
(30.394529, -97.75208)",11083030,Routine Inspection
7-Eleven Convenience Store # 24909B,78745,04/07/2020,94,"8010 BRODIE LN
AUSTIN, TX 78745
(30.202875, -97.837567)",12071802,Routine Inspection
Shady Springs Party Barn,78617,03/10/2020,100,"9401 SHERMAN RD
AUSTIN, TX 78617
(30.227361, -97.666892)",2800696,Routine Inspection
SV - IL CANE ROSSO/ COWTIPPING CREAMERY,78745,05/28/2020,88,"4715 S LAMAR BLVD
SUNSET VALLEY, TX 78745
(30.232917, -97.810822)",11494251,Routine Inspection
BC - Plate By Dzintra,78738,07/18/2019,90,"12823 SHOPS PKWY
BEE CAVE, TX 78738
(30.306046, -97.943098)",11868163,Routine Inspection
Estancia Churrascaria,78759,09/10/2018,89,"10000 RESEARCH BLVD
AUSTIN, TX 78759
(30.392352, -97.746845)",10662646,Routine Inspection
Chick-Fil-A,78749,07/19/2019,96,"5033 W US 290 HWY
AUSTIN, TX 78749",2801392,Routine Inspection
P. Terry's Burger Stand,78759,09/26/2018,92,"12018 RESEARCH BLVD
AUSTIN, TX 78759
(30.425074, -97.75176)",11057696,Routine Inspection
Four Points Middle School,78750,05/16/2019,100,"9700 MC NEIL DR
AUSTIN, TX 78750",10321795,Routine Inspection
Texas Coffee Traders,78702,10/04/2019,95,"2613 E 5TH ST
AUSTIN, TX 78702
(30.257179, -97.712765)",11590593,Routine Inspection
Home 2 Suites Austin North,78758,11/07/2018,100,"2800 ESPERANZA XING
AUSTIN, TX 78758
(30.398215, -97.71869)",11315114,Routine Inspection
PF -  Panera Bread Bakery Cafe #4459,78660,01/05/2021,89,"18701 LIMESTONE COMMERCIAL DR
PFLUGERVILLE, TX 78660
(30.465594, -97.597301)",12392545,Routine Inspection
Walgreen #4458,78749,01/29/2019,100,"3601 W WILLIAM CANNON DR
AUSTIN, TX 78749
(30.214325, -97.831701)",2803887,Routine Inspection
Summer Moon,78746,11/25/2020,94,"3201 BEE CAVES RD
AUSTIN, TX 78746
(30.273599, -97.799243)",11966871,Routine Inspection
Paper Route Bakery,78702,10/10/2019,100,"1010 E CESAR CHAVEZ ST
AUSTIN, TX 78702
(30.260384, -97.734006)",12005319,Routine Inspection
ABIA Taco Deli,78719,12/28/2020,94,"3600 PRESIDENTIAL BLVD
AUSTIN, TX 78719
(30.202653, -97.667267)",12026226,Routine Inspection
Jack Allen's Kitchen,78735,04/03/2019,96,"7720 W SH
AUSTIN, TX 78735",10377371,Routine Inspection
LW - Lakeway Marina,78734,02/25/2019,98,"103 LAKEWAY DR
LAKEWAY, TX 78734
(30.373997, -97.986969)",10144980,Routine Inspection
International House of Pancakes,78744,08/29/2018,99,"8801 S IH
AUSTIN, TX 78744",2802338,Routine Inspection
Los Pepes Mexican Food,78723,07/31/2019,86,"4700 LOYOLA LN
AUSTIN, TX 78723
(30.309438, -97.666631)",10818868,Routine Inspection
Quick Stop,78758,10/22/2018,93,"12195 METRIC BLVD
AUSTIN, TX 78758
(30.407334, -97.697173)",11389494,Routine Inspection
Taco Bell #030139,78727,06/01/2021,92,"3501 W WELLS BRANCH PKWY
AUSTIN, TX 78727",11066744,Routine Inspection
Anderson's Coffee Roasters,78731,02/22/2019,95,"1601 W 38TH ST
AUSTIN, TX 78731
(30.308741, -97.74985)",2803878,Routine Inspection
Little Woodrow's,78729,12/18/2019,100,"6301 W PARMER LN
AUSTIN, TX 78729
(30.445314, -97.743259)",11572864,Routine Inspection
LW - Papa Murphy's,78734,02/27/2019,100,"2303 S FM 620 RD
LAKEWAY, TX 78734",10181405,Routine Inspection
Brotherton's Black Iron Barbecue,78660,05/22/2020,90,"15608 SPRING HILL LN
AUSTIN, TX 78660
(30.445657, -97.651034)",11764498,Routine Inspection
Alpha Phi Sorority,78705,09/25/2018,96,"2005 UNIVERSITY AVE
AUSTIN, TX 78705
(30.283061, -97.739613)",2800367,Routine Inspection
OOB Sonic Drive In,78726,07/29/2019,98,"11506 N FM 620 RD
AUSTIN, TX 78726
(30.454336, -97.826954)",2802126,Routine Inspection
"Plucker's Linc, LLC",78752,10/16/2018,93,"6406 N IH
AUSTIN, TX 78752",11719409,Routine Inspection
El Chilito,78722,10/15/2020,90,"2219 MANOR RD
AUSTIN, TX 78722
(30.284425, -97.718375)",2802599,Routine Inspection
PF - Costco Wholesale #1322/Grocery,78660,11/03/2020,100,"1901 KELLY LN
PFLUGERVILLE, TX 78660
(30.47011, -97.589895)",12392350,Routine Inspection
TJ's Seafood,78752,04/28/2021,87,"7110 CAMERON RD
AUSTIN, TX 78752
(30.325727, -97.692614)",12143709,Routine Inspection
LW - Sno Mo,78734,05/13/2020,100,"900 S FM 620 RD
LAKEWAY, TX 78734",11699706,Routine Inspection
WL - Starbucks Coffee #691,78746,05/14/2021,99,"3300 BEE CAVES RD
WEST LAKE HILLS, TX 78746
(30.2749, -97.801111)",10002742,Routine Inspection
Mour,78741,07/20/2020,93,"1414 SHORE DISTRICT DR
AUSTIN, TX 78741
(30.243545, -97.728328)",11508734,Routine Inspection
Dollar Tree #07796,78750,08/13/2020,97,"13096 N US 183 HWY
AUSTIN, TX 78750",12185741,Routine Inspection
Tangent Cafe & Catering,78730,04/19/2019,95,"6500 RIVER PLACE BLVD
AUSTIN, TX 78730
(30.391744, -97.847562)",2803221,Routine Inspection
San Francisco Bakery Cafe,78757,12/18/2020,89,"2900 W ANDERSON LN
AUSTIN, TX 78757
(30.359579, -97.737925)",2800759,Routine Inspection
Juice Land,78703,10/03/2018,96,"2307 LAKE AUSTIN BLVD
AUSTIN, TX 78703
(30.277775, -97.772039)",10004235,Routine Inspection
Fairmont Austin - Rules & Regs Pool & Bar (Level 7),78701,01/19/2021,95,"101 RED RIVER ST
AUSTIN, TX 78701
(30.262069, -97.738859)",11853711,Routine Inspection
St. Michaels Athletic Center,78735,04/29/2019,89,"3000 BARTON CREEK BLVD
AUSTIN, TX 78735
(30.287628, -97.874347)",11827757,Routine Inspection
El Meson,78704,05/26/2020,93,"2038 S LAMAR BLVD
AUSTIN, TX 78704
(30.248707, -97.769042)",10405911,Routine Inspection
Samsung Austin Semiconductor- A2/Compass Group,78754,07/23/2020,100,"12100 SAMSUNG BLVD
AUSTIN, TX 78754
(30.372349, -97.634085)",10038665,Routine Inspection
Bert's BBQ,78731,04/14/2021,94,"3563 FAR WEST BLVD
AUSTIN, TX 78731
(30.353534, -97.753552)",2800469,Routine Inspection
Patsy's,78744,08/27/2019,69,"5001 E BEN WHITE BLVD
AUSTIN, TX 78744
(30.213856, -97.728077)",10002156,Routine Inspection
Fresh Plus,78757,08/04/2020,89,"2917 W ANDERSON LN
AUSTIN, TX 78757
(30.35981, -97.738594)",10696090,Routine Inspection
Pueblo Viejo Mexican Food,78702,12/20/2018,81,"501 N IH
AUSTIN, TX 78702",11561321,Routine Inspection
Jack in the Box #840,78745,12/20/2019,94,"110 E WILLIAM CANNON DR
AUSTIN, TX 78745
(30.19287, -97.77775)",10789915,Routine Inspection
Wendy's Old Fashioned Hamburgers #116,78741,06/11/2021,91,"2224 E RIVERSIDE DR
AUSTIN, TX 78741
(30.238678, -97.72594)",11119204,Routine Inspection
Shipley Donuts,78717,09/04/2019,86,"10019 W PARMER LN
AUSTIN, TX 78717
(30.488949, -97.771848)",10233685,Routine Inspection
HEB #236,78660,02/01/2019,97,"1434 W WELLS BRANCH PKWY
AUSTIN, TX 78660
(30.441282, -97.66529)",2803449,Routine Inspection
Chinos and Gringos,78749,06/21/2019,92,"6705 W US 290 HWY
AUSTIN, TX 78749",11495950,Routine Inspection
OOB - River City Market,78704,07/25/2019,93,"2209 S CONGRESS AVE
AUSTIN, TX 78704
(30.241018, -97.752662)",10857143,Routine Inspection
Jade Restaurant,78746,06/17/2021,74,"3801 N CAPITAL OF TEXAS HWY
AUSTIN, TX 78746
(30.336732, -97.805146)",11663661,Routine Inspection
Randall's #2481 (Perishable),78703,01/16/2020,96,"1500 W 35TH ST
AUSTIN, TX 78703
(30.306155, -97.749474)",2800917,Routine Inspection
Norris Conference Centers,78757,02/21/2020,86,"2525 W ANDERSON LN
AUSTIN, TX 78757
(30.356921, -97.73276)",10211960,Routine Inspection
LW - Firehouse Subs,78734,03/26/2020,100,"900 S FM 620 RD
LAKEWAY, TX 78734",10964761,Routine Inspection
Austin Ridge Bible Church,78733,09/23/2019,91,"9300 FM 2244 RD
AUSTIN, TX 78733",11663244,Routine Inspection
Solstice Senior Living at Austin,78745,01/16/2020,92,"2603 JONES RD
AUSTIN, TX 78745
(30.224414, -97.801452)",11378751,Routine Inspection
Icenhauer's,78701,12/03/2018,93,"83 RAINEY ST
AUSTIN, TX 78701
(30.259475, -97.738521)",10489866,Routine Inspection
Sap's Fine Thai Cuisine,78745,11/20/2019,77,"4514 WEST GATE BLVD
AUSTIN, TX 78745
(30.23135, -97.800573)",2803069,Routine Inspection
Wells Branch Food Mart,78727,11/26/2019,95,"3505 W WELLS BRANCH PKWY
AUSTIN, TX 78727",11698611,Routine Inspection
Lima Criolla Peruvian Restaurant,78752,01/03/2020,94,"6406 N IH
AUSTIN, TX 78752",11386901,Routine Inspection
Cheers Shot Bar,78701,09/27/2018,89,"416 E 6TH ST
AUSTIN, TX 78701
(30.266897, -97.738639)",2800745,Routine Inspection
Danelia Rogel Fruit Cup Shop LLC,78752,05/29/2020,82,"704 E ST JOHNS AVE
AUSTIN, TX 78752
(30.333311, -97.705301)",11766215,Routine Inspection
PF - Baylor Scott and White Hospital,78660,10/06/2020,96,"2600 E PFLUGERVILLE PKWY
PFLUGERVILLE, TX 78660
(30.446739, -97.584466)",12392312,Routine Inspection
LW - Cafe Castro Nova,78734,10/12/2018,97,"900 S FM 620 RD
AUSTIN, TX 78734",2802975,Routine Inspection
Sheraton Austin At The Capitol,78701,02/10/2021,96,"701 E 11TH ST
AUSTIN, TX 78701
(30.270817, -97.73425)",11300802,Routine Inspection
BC - Jersey Giant Pizza,78738,01/13/2020,88,"13908 W SH
BEE CAVE, TX 78738",11077106,Routine Inspection
Dollar General #12304,78754,09/12/2019,98,"12320 DESSAU RD
AUSTIN, TX 78754
(30.389458, -97.647329)",10553368,Routine Inspection
Buttercup Chevron,78660,03/22/2021,86,"14815 DESSAU RD
PFLUGERVILLE, TX 78660
(30.420611, -97.628848)",11348918,Routine Inspection
La Michoacana Meat Market,78753,06/04/2021,87,"9308 N LAMAR BLVD
AUSTIN, TX 78753
(30.362321, -97.697461)",2804032,Routine Inspection
Pizza House,78705,01/09/2020,67,"2820 GUADALUPE ST
AUSTIN, TX 78705
(30.295013, -97.742682)",11694547,Routine Inspection
MOD Super Fast Pizza,78753,01/02/2019,94,"500 CANYON RIDGE DR
AUSTIN, TX 78753
(30.403174, -97.672214)",11518681,Routine Inspection
Focused Care at Stonebriar,78704,06/11/2019,88,"110 E LIVE OAK ST
AUSTIN, TX 78704
(30.241778, -97.752028)",12160601,Routine Inspection
LW - Primrose School of Lakeway,78734,03/29/2019,100,"601 S FM 620 RD
LAKEWAY, TX 78734",11659764,Routine Inspection
"Kolache Factory, INC",78727,07/16/2019,99,"4101 W PARMER LN
AUSTIN, TX 78727
(30.425948, -97.716411)",11575122,Routine Inspection
7-Eleven Convenience Store #38615A,78758,07/06/2021,91,"1316 W BRAKER LN
AUSTIN, TX 78758
(30.385918, -97.695211)",12393335,Routine Inspection
Azul Tequila,78731,08/16/2018,78,"3815 DRY CREEK DR
AUSTIN, TX 78731
(30.343123, -97.763898)",11067426,Routine Inspection
Sawyer and Company,78702,04/20/2020,93,"4827 E CESAR CHAVEZ ST
AUSTIN, TX 78702
(30.251691, -97.701785)",11189159,Routine Inspection
Ebenezer Child Development Center,78702,05/28/2021,94,"1014 E 10TH ST
AUSTIN, TX 78702
(30.268539, -97.730134)",2800741,Routine Inspection
Spicewood Elementary,78750,12/04/2019,97,"11601 OLSON DR
AUSTIN, TX 78750
(30.446061, -97.804309)",2800243,Routine Inspection
Lucy's Fried Chicken,78704,11/20/2019,90,"2218 COLLEGE AVE
AUSTIN, TX 78704
(30.241046, -97.752658)",10662269,Routine Inspection
Speedy Stop #107,78653,01/19/2021,93,"5725 E PARMER LN
AUSTIN, TX 78653
(30.368441, -97.613569)",11515150,Routine Inspection
Wendy's 101 - 1671,78753,04/17/2019,85,"1418 E ANDERSON LN
AUSTIN, TX 78753
(30.333345, -97.687315)",11114878,Routine Inspection
BC-Los Pinos,78738,06/02/2021,84,"11715 FM 2244 RD
BEE CAVE, TX 78738",12027797,Routine Inspection
Sonic Drive In,78704,02/25/2020,95,"2632 S LAMAR BLVD
AUSTIN, TX 78704
(30.245461, -97.779775)",2800288,Routine Inspection
Rabbit Food Grocery,78703,05/29/2019,99,"2425 EXPOSITION BLVD
AUSTIN, TX 78703
(30.297679, -97.767599)",11873643,Routine Inspection
LW - Lake Travis Middle School,78669,03/12/2020,100,"4932 BEE CREEK RD
LAKEWAY, TX 78669
(30.338759, -98.027043)",11181374,Routine Inspection
SV-Nala's,78735,03/28/2019,78,"4894 W US 290 HWY
SUNSET VALLEY, TX 78735",11994463,Routine Inspection
7-Eleven Convenience Store #38054A,78758,05/26/2020,98,"11800 METRIC BLVD
AUSTIN, TX 78758
(30.398009, -97.704697)",11799285,Routine Inspection
G'Raj Mahal Cafe & Lounge,78701,04/24/2019,93,"73 RAINEY ST
AUSTIN, TX 78701
(30.25837, -97.738923)",11086419,Routine Inspection
Sushi Zushi,78758,12/10/2019,83,"3221 FEATHERGRASS CT
AUSTIN, TX 78758
(30.394935, -97.727715)",10391919,Routine Inspection
Austin Shell,78702,01/16/2019,95,"701 N IH
AUSTIN, TX 78702",2803879,Routine Inspection
PF - Taco Bell # 30073,78660,11/17/2020,90,"1605 W PECAN ST
PFLUGERVILLE, TX 78660
(30.447509, -97.638443)",12392368,Routine Inspection
Fresa's Chicken al Carbon,78703,08/14/2018,87,"915 N LAMAR BLVD
AUSTIN, TX 78703
(30.274587, -97.752443)",10737724,Routine Inspection
Mi Ranchito Taqueria,78652,12/22/2020,96,"1105 W FM 1626 RD
AUSTIN, TX 78652
(30.140471, -97.834444)",11294005,Routine Inspection
Seton SW Healthcare,78737,02/20/2019,100,"7900 FM 1826 RD
AUSTIN, TX 78737
(30.22696, -97.88951)",2802976,Routine Inspection
El Secreto De La Abuela,78702,03/29/2021,75,"817 AIRPORT BLVD
AUSTIN, TX 78702
(30.256187, -97.692935)",10814832,Routine Inspection
Maudie'sToo,78704,02/06/2019,83,"1212 S LAMAR BLVD
AUSTIN, TX 78704
(30.254518, -97.762438)",2801176,Routine Inspection
Austin Java,78745,06/07/2019,97,"5404 MANCHACA RD
AUSTIN, TX 78745
(30.217283, -97.796212)",12082916,Routine Inspection
Hea Cafe,78704,12/18/2018,73,"502 1 2 E BEN WHITE BLVD
AUSTIN, TX 78704
(30.220465, -97.758269)",10115456,Routine Inspection
Halcyon & Stella Public House,78723,07/16/2019,88,"1905 ALDRICH ST
AUSTIN, TX 78723
(30.298282, -97.705359)",11766919,Routine Inspection
Cuba512,78745,01/04/2021,87,"6800 WEST GATE BLVD
AUSTIN, TX 78745
(30.208537, -97.814602)",11286664,Routine Inspection
Bee Delightful,78745,04/16/2021,100,"1606 W STASSNEY LN
AUSTIN, TX 78745
(30.213367, -97.793265)",11681492,Routine Inspection
Kome Sushi Kitchen,78751,08/15/2019,94,"5301 AIRPORT BLVD
AUSTIN, TX 78751
(30.314362, -97.714936)",11814339,Routine Inspection
Hudson Bend Grocery,78734,12/10/2020,97,"5001 HUDSON BEND RD
AUSTIN, TX 78734
(30.412468, -97.927049)",12180142,Routine Inspection
Subway #26354,78759,04/10/2020,86,"12518 RESEARCH BLVD
AUSTIN, TX 78759
(30.429156, -97.760067)",2802020,Routine Inspection
Buffalo Wild Wings #620,78752,03/06/2020,93,"7604 N IH
AUSTIN, TX 78752",11398783,Routine Inspection
Papa John's Pizza #933,78728,12/30/2020,94,"2113 W WELLS BRANCH PKWY
AUSTIN, TX 78728",2800846,Routine Inspection
SV - Wendy's W108,78749,01/22/2020,96,"4961 W US 290 HWY
SUNSET VALLEY, TX 78749",11119775,Routine Inspection
Blazer Tag,78745,03/12/2021,97,"1701 W BEN WHITE BLVD
AUSTIN, TX 78745
(30.227729, -97.784355)",2801669,Routine Inspection
Luby's,78759,08/15/2018,90,"8176 N MOPAC EXPY
AUSTIN, TX 78759
(30.368293, -97.743175)",2800051,Routine Inspection
Ramos Restaurant #3,78728,05/14/2019,89,"14611 BURNET RD
AUSTIN, TX 78728
(30.450542, -97.695436)",11924499,Routine Inspection
Taco Shack,78759,09/12/2018,81,"3901 SPICEWOOD SPRINGS RD
AUSTIN, TX 78759
(30.367819, -97.753087)",2801305,Routine Inspection
Plucker's Wing Bar,78704,03/16/2020,85,"3909 S LAMAR BLVD
AUSTIN, TX 78704
(30.237281, -97.79106)",10005937,Routine Inspection
Kentucky Fried Chicken,78727,09/06/2018,95,"1700 W PARMER LN
AUSTIN, TX 78727
(30.412512, -97.688909)",11789529,Routine Inspection
OOB - Taco Shack V,78701,07/24/2019,89,"402 BRAZOS ST
AUSTIN, TX 78701
(30.266121, -97.742068)",2802159,Routine Inspection
Austin Land and Cattle Co.,78703,03/02/2021,84,"1205 N LAMAR BLVD
AUSTIN, TX 78703
(30.277205, -97.75122)",2800879,Routine Inspection
Taco Cabana,78660,02/22/2019,94,"15002 FM 1825 RD
AUSTIN, TX 78660
(30.442405, -97.665649)",2801246,Routine Inspection
Michi Ramen 2,78752,04/19/2021,69,"6519 N LAMAR BLVD
AUSTIN, TX 78752
(30.33345, -97.721606)",10825112,Routine Inspection
Nature's Joint,78748,06/01/2021,97,"11525 MANCHACA RD
AUSTIN, TX 78748
(30.152196, -97.833236)",12186033,Routine Inspection
Ritual Meals Inc.,78745,04/13/2021,100,"1606 W STASSNEY LN
AUSTIN, TX 78745
(30.213367, -97.793265)",12394163,Routine Inspection
PF - Typhoon Texas Waterpark - Typhoon Saloon,78660,06/09/2021,98,"18500 N SH
PFLUGERVILLE, TX 78660",12393013,Routine Inspection
Heaven's Bakery & Bistro,78727,07/22/2020,95,"2205 W PARMER LN
AUSTIN, TX 78727
(30.417218, -97.698862)",12185580,Routine Inspection
La Familia Market,78745,07/16/2019,95,"623 W DITTMAR RD
AUSTIN, TX 78745
(30.183677, -97.792016)",11013576,Routine Inspection
La Michoacana - Austin #3 (Retail),78745,07/28/2020,87,"512 W STASSNEY LN
AUSTIN, TX 78745
(30.207855, -97.780106)",12149229,Routine Inspection
Twice the Ice,78745,02/28/2019,98,"746 W STASSNEY LN
AUSTIN, TX 78745
(30.208987, -97.78379)",10952835,Routine Inspection
Food Basket #9,78660,05/19/2021,98,"3400 E HOWARD LN
AUSTIN, TX 78660
(30.388033, -97.619819)",12186555,Routine Inspection
Drury Inn,78752,09/24/2020,94,"6711 N IH
AUSTIN, TX 78752",2800251,Routine Inspection
Chili's Grill & Bar,78756,09/27/2018,93,"4420 N LAMAR BLVD
AUSTIN, TX 78756
(30.313203, -97.737771)",2801453,Routine Inspection
Dev's Shell,78756,10/16/2018,83,"4001 MEDICAL PKWY
AUSTIN, TX 78756
(30.308626, -97.742671)",2804118,Routine Inspection
Violet Crown Cinema,78701,10/23/2019,92,"434 W 2ND ST
AUSTIN, TX 78701
(30.265418, -97.748121)",10578995,Routine Inspection
OOB PF - Russo's NY Pizzeria,78660,04/15/2020,100,"18816 LIMESTONE COMMERCIAL SHL
PFLUGERVILLE, TX 78660
(30.468797, -97.595887)",12392686,Routine Inspection
El Borrego de Oro,78704,08/22/2019,85,"3900 S CONGRESS AVE
AUSTIN, TX 78704
(30.224143, -97.763206)",2802827,Routine Inspection
Charm BBQ Chicken,78750,07/23/2020,91,"12233 N FM 620 RD
AUSTIN, TX 78750
(30.4544, -97.8267)",12151309,Routine Inspection
7-Eleven Convenience Store # 35473A,78753,05/21/2021,96,"1624 E HOWARD LN
AUSTIN, TX 78753
(30.403876, -97.638808)",11348497,Routine Inspection
Cedar Creek Elem. School,78746,06/21/2021,100,"3301 PINNACLE RD
AUSTIN, TX 78746
(30.269774, -97.806002)",2800381,Routine Inspection
Ramen Tatsu-Ya (South Lamar),78704,11/29/2018,89,"1234 S LAMAR BLVD
AUSTIN, TX 78704
(30.254035, -97.762735)",11268610,Routine Inspection
MN - Carnicerias Lafogata,78653,05/27/2020,79,"216 E PARSONS ST MANOR
TX 78653
(30.340855, -97.556398)",11051473,Routine Inspection
Sazon,78704,02/26/2019,85,"1816 S LAMAR BLVD
AUSTIN, TX 78704
(30.249769, -97.766906)",2801208,Routine Inspection
Clinical Educational Center Coffee Shop,78701,08/16/2018,98,"601 E 15TH ST
AUSTIN, TX 78701
(30.275055, -97.732977)",11484289,Routine Inspection
Parmer Lane 5 Caffe Macs,78727,02/06/2020,92,"5505 W PARMER LN
AUSTIN, TX 78727
(30.436313, -97.734723)",11458710,Routine Inspection
BC - HEB Food Store #404,78738,10/19/2018,94,"12400 W SH
BEE CAVE, TX 78738",10260892,Routine Inspection
Twin Panda,78717,07/25/2019,96,"9231 W PARMER LN
AUSTIN, TX 78717
(30.478889, -97.765998)",11631913,Routine Inspection
In-N-Out Burger,78705,02/15/2020,100,"2700 GUADALUPE ST
AUSTIN, TX 78705
(30.292421, -97.741283)",11625910,Routine Inspection
ELM Food Hall,78701,01/13/2020,97,"111 CONGRESS AVE
AUSTIN, TX 78701
(30.263871, -97.744358)",12043012,Routine Inspection
